X,ln(x)
0.001,-6.907780067556997
0.101,-2.2926455733865527
0.201,-1.6044584530485064
0.30100000000000005,-1.2006497043888888
0.401,-0.9137993383689311
0.501,-0.691145457679202
0.601,-0.5091581925932477
0.701,-0.35524660679680947
0.8009999999999999,-0.22189395821735144
0.9009999999999999,-0.10425000679370813
1.001,9.995003333332234E-4
1.101,0.09621884366649176
1.201,0.18315449269973139
1.3010000000000002,0.26313306856310875
1.4010000000000002,0.3371858786358198
1.5010000000000003,0.4061322220344913
1.6010000000000004,0.47062963638054667
1.7010000000000005,0.5312148038527322
1.8010000000000006,0.588340534022218
1.9010000000000007,0.6423820591636814
2.001000000000001,0.6936495555829004
2.101000000000001,0.7424159244939297
2.201000000000001,0.7889142889266395
2.301000000000001,0.8333463400581078
2.401000000000001,0.875887767920708
2.5010000000000012,0.9166932311457586
2.6010000000000013,0.9558983578077601
2.7010000000000014,0.9936247913116971
2.8010000000000015,1.0299786136650573
2.9010000000000016,1.0650587185382092
3.0010000000000017,1.0989487254239707
3.1010000000000018,1.1317279275555525
3.201000000000002,1.16346694384406
3.301000000000002,1.1942265956319122
3.401000000000002,1.2240705248229822
3.501000000000002,1.2530497915100118
3.601000000000002,1.2812159979619362
3.7010000000000023,1.3086036262268128
3.8010000000000024,1.3352645394368645
3.9010000000000025,1.3612331762642973
4.001000000000002,1.3865493298376756
4.101000000000002,1.4112358443620234
4.201000000000001,1.4353275947223882
4.301000000000001,1.4588525821941003
4.401000000000001,1.4818367744249141
4.501,1.5043045320074335
4.601,1.526278699781637
4.701,1.547780348254568
4.800999999999999,1.5688291807529013
4.900999999999999,1.5894441279461546
5.000999999999999,1.6096429708952593
5.100999999999998,1.6294417986288916
5.200999999999998,1.6488557872629717
5.3009999999999975,1.6679001800846494
5.400999999999997,1.6865893362846254
5.500999999999997,1.7049353765532502
5.600999999999996,1.7229497736250725
5.700999999999996,1.7406469215229063
5.800999999999996,1.758036024457533
5.900999999999995,1.7751261705678074
6.000999999999995,1.7919317758118931
6.100999999999995,1.8084569987461605
6.200999999999994,1.8247163504955228
6.300999999999994,1.84071241913633
6.400999999999994,1.8564604013647725
6.500999999999993,1.871961938618757
6.600999999999993,1.8872248071967512
6.7009999999999925,1.9022604461867714
6.800999999999992,1.9170731929683675
6.900999999999992,1.931672607002505
7.0009999999999915,1.9460566600925113
7.100999999999991,1.9602422770620784
7.200999999999991,1.9742267950454433
7.30099999999999,1.9880180752554206
7.40099999999999,2.0016182285607016
7.50099999999999,2.0150394168673653
7.600999999999989,2.028282712210622
7.700999999999989,2.0413573960015894
7.800999999999989,2.054259230254093
7.900999999999988,2.0669967611331215
8.000999999999989,2.07957403381185
8.100999999999988,2.091995010728736
8.200999999999988,2.104263596036736
8.300999999999988,2.1163834898748313
8.400999999999987,2.128358248861241
8.500999999999987,2.1401913131213335
8.600999999999987,2.151886003663776
8.700999999999986,2.163445456264546
8.800999999999986,2.1748728380838225
8.900999999999986,2.1861711000267032
9.000999999999985,2.197343120380486
9.100999999999985,2.208391811875229
9.200999999999985,2.2193197022024984
9.300999999999984,2.2301294746434026
9.400999999999984,2.240823662251602
9.500999999999983,2.251404720742423
9.600999999999983,2.2618747111695026
9.700999999999983,2.272236390060413
9.800999999999982,2.2824917839616976
9.900999999999982,2.2926430408985032
10.000999999999982,2.302692666050163
10.100999999999981,2.3126420548328985
10.200999999999981,2.3224934534826254
10.30099999999998,2.33224878513452
10.40099999999998,2.341909328395574
10.50099999999998,2.351477793612017
10.60099999999998,2.3609555355985288
10.70099999999998,2.3703442436931494
10.800999999999979,2.3796464361923633
10.900999999999978,2.3888623510033757
11.000999999999978,2.3979941585136495
11.100999999999978,2.4070424419161025
11.200999999999977,2.416010181914479
11.300999999999977,2.42489815809816
11.400999999999977,2.43370889300441
11.500999999999976,2.4424419674883584
11.600999999999976,2.451099506559101
11.700999999999976,2.459681365546728
11.800999999999975,2.4681911186538135
11.900999999999975,2.476628971035298
12.000999999999975,2.4849981308779525
12.100999999999974,2.493296552841673
12.200999999999974,2.5015247248964014
12.300999999999974,2.509687037648648
12.400999999999973,2.5177853925021254
12.500999999999973,2.5258172978963334
12.600999999999972,2.5337827478135755
12.700999999999972,2.5416890032911916
12.800999999999972,2.5495319612717555
12.900999999999971,2.557311306682856
13.000999999999971,2.565034700956244
13.10099999999997,2.572697480008003
13.20099999999997,2.5802987446075227
13.30099999999997,2.5878480280192147
13.40099999999997,2.595335514227301
13.50099999999997,2.602772623172724
13.600999999999969,2.6101493591568006
13.700999999999969,2.617477928476108
13.800999999999968,2.6247498251479398
13.900999999999968,2.6319667751967706
